price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement
1150000,6,4.5,6040,219542,2,3,4100,1940
431500,3,3.5,1900,1612,2,3,1430,470
180000,4,1.5,1740,7292,1,3,1020,720
677000,3,2,2000,3207,1,4,1100,900
1180500,3,1.75,1610,7200,1,3,1090,520
635700,4,2.5,3240,13978,1,3,1860,1380
482000,5,2.25,2230,9600,1,3,1320,910
168000,2,2.5,1160,2174,2,3,1160,0
805000,4,2.75,2410,6000,1,5,1410,1000
398000,2,1,590,10945,1.5,3,590,0
665000,4,2.5,2600,17388,2,3,2600,0
592500,4,3,2170,8240,1,4,1370,800
940000,4,2.75,2080,4000,1.5,3,2080,0
655000,4,2.5,2860,12394,2,3,2860,0
622500,4,2.5,2980,8107,2,3,2980,0
380000,2,2.5,1230,987,2,3,1060,170
648360,4,1.75,2260,7005,1,4,1130,1130
432000,3,2.75,2200,14925,1,3,1100,1100
1050000,4,2.5,3030,12590,1.5,4,3030,0
353250,2,1,1060,1600,2,3,1060,0
1000000,4,3,4260,18687,2,3,4260,0
320000,3,2.25,998,844,2,3,798,200
349900,4,2.5,2052,3723,2,3,2052,0
330000,4,3.5,3150,6202,2,3,3150,0
408000,3,2.25,1950,7221,1,4,1950,0
321000,3,2.25,1347,1292,3,3,1347,0
1051000,4,3.75,3860,5474,2.5,3,3860,0
2150000,4,5.5,5060,10320,2,3,5060,0
359000,3,1.5,1360,885,3,3,1360,0
300000,5,2.5,2760,6000,2,3,2760,0
380000,5,3.5,2420,4670,2,3,2420,0
660000,3,2.5,2450,4332,2,3,2450,0
355000,3,2.25,1280,959,3,3,1280,0
259000,3,2.5,1550,3569,2,3,1550,0
353000,1,1,550,1279,2,3,550,0
430000,2,2.5,1520,1588,2,3,1240,280
460000,3,1,1670,4005,1.5,4,1170,500
80000,1,0.75,430,5050,1,2,430,0
782000,4,2.5,2380,9614,2,4,2380,0
218000,3,1,960,9633,1,5,960,0
325000,3,1,1920,6862,1,3,1120,800
980000,4,3,3680,5854,1,3,2060,1620
902000,4,2.25,2530,9200,1,5,1570,960
556000,5,2.5,3840,16905,2,3,3840,0
662990,3,1.75,1240,3600,1.5,5,1240,0
225000,2,1,1300,11867,1.5,4,1300,0
439950,4,2.5,2380,12067,2,3,2380,0
175000,2,1,1300,44431,1,5,1300,0
306000,2,1,780,13500,1,4,780,0
235000,4,2.5,1810,39639,1,3,1230,580
399500,3,1.75,2420,12676,2,3,2420,0
478000,3,1,1280,2580,1.5,3,1280,0
515000,2,1,1680,6500,1,4,1140,540
550000,3,2.5,2510,5400,2,3,2510,0
149000,3,1,1700,8645,1,3,1700,0
526000,3,1.75,1680,3420,1,3,960,720
527550,1,0.75,820,59677,1,3,820,0
1050000,3,4,4380,42769,2,5,4380,0
625000,3,2.5,2600,10092,1,3,2600,0
950000,5,3.25,3400,7452,2,3,3400,0
377691,5,1.75,2120,8399,1,4,1320,800
648475,4,2.75,2250,5700,1,3,1200,1050
383000,3,1,1800,5612,1,4,1200,600
535000,3,2.5,2210,7620,2,3,2210,0
449950,3,2,1560,4080,2,3,1560,0
465425,4,2.75,2430,20720,1,3,2430,0
675000,4,2.5,2560,36601,2,4,2560,0
599000,3,2.75,1960,2500,1.5,5,1410,550
416000,3,1.5,1110,9762,1,4,1110,0
595000,2,1.5,1030,4500,1,3,830,200
200000,4,1,1350,11507,1,3,1350,0
402000,3,2,1540,1827,2,3,1540,0
433000,4,1.75,1830,9600,1,4,1010,820
275000,4,1.5,1930,15531,2,3,1930,0
410000,3,2,1650,9641,1.5,3,1650,0
554820,4,2,3510,12905,1,3,2210,1300
1325000,4,3,3370,7920,1,3,1860,1510
735000,3,2.5,2390,9157,2,3,2390,0
607000,3,1,1230,8114,1,4,1230,0
549900,4,3,2830,213879,2,4,2830,0
258000,3,1.75,1620,7540,1,3,1310,310
661254,4,4,2290,6250,1.5,5,1690,600
945000,4,2,2840,13367,1,3,1420,1420
799950,4,3.5,4220,196817,2,3,4220,0
132500,3,1,1080,10500,1,3,1080,0
467100,3,1.75,1620,8645,1,3,1190,430
1610000,4,3.5,4390,11600,2,3,3060,1330
641000,3,1.75,1620,3975,1,5,940,680
350000,3,1,1010,11244,1,4,1010,0
335000,4,2.5,1750,8476,1,4,1240,510
900000,3,3.5,4080,217697,1.5,3,4080,0
440000,4,2.5,2560,10400,1,4,1280,1280
464600,3,1.75,1120,5500,1.5,4,1120,0
1200000,4,3.5,4740,172497,2,3,4740,0
300000,2,1,1340,7788,1,3,1340,0
670500,4,2,1590,6750,1,3,1590,0
552000,3,1,1430,5000,1,4,1080,350
244000,4,1,1450,8960,1,3,1450,0
788600,4,2.75,3500,7200,2,3,3500,0
445000,3,2,1630,8702,1,3,1630,0
530000,4,1.75,1814,5000,1,4,944,870
90000,2,1,580,7500,1,3,580,0
585000,3,2,1670,4572,1.5,3,1670,0
498000,2,2,1140,8282,1,3,1140,0
379000,2,1,800,6380,1,3,800,0
462000,3,1.75,1300,2580,1,5,820,480
388000,4,2.5,2440,7155,2,3,2440,0
255000,3,2,1490,8371,1.5,3,1490,0
665000,3,2.75,1800,9550,1,4,1320,480
550000,3,2,1830,9152,1,5,1830,0
606000,3,1,1500,3920,1,3,1000,500
334000,4,2.5,2210,6080,1,4,1410,800
360000,3,2,1270,1323,3,3,1270,0
235000,2,1,1140,1730,1.5,3,1010,130
580000,3,2.5,1620,1173,3,3,1470,150
355000,3,2,1220,1186,3,3,1220,0
375000,2,2.5,750,1430,2,3,750,0
372000,4,1.75,1960,9300,1,5,1340,620
479000,3,1,1370,3000,1.5,3,1370,0
2000000,5,4,4580,4443,3,3,4580,0
1680000,4,4.25,5584,68257,2,3,5584,0
501000,2,1,1010,4320,1,5,1010,0
245000,3,1.75,1260,6908,1,3,1260,0
496700,3,2.5,1740,5782,2,4,1740,0
347000,4,1.5,2670,10026,2,3,2670,0
199000,2,1,720,7200,1,5,720,0
440500,3,2.5,2460,4399,2,3,2460,0
820000,4,2.5,3670,7000,2,3,3670,0
325000,4,3.5,2630,3435,1.5,3,1640,990
195000,3,1.75,1570,8459,1,3,1570,0
675000,3,3,2980,28000,1,3,1820,1160
295000,3,2.5,1560,4200,2,3,1560,0
355300,3,2.5,1620,7410,1,5,1620,0
276000,3,1,1140,5000,1,3,1140,0
460000,2,1.5,2730,19877,1,4,1570,1160
880000,3,2,2130,35169,1,4,2130,0
370000,3,2.5,1780,4050,2,3,1780,0
346000,4,2.5,2100,3916,2,3,2100,0
172500,3,1,1140,8800,1,3,1140,0
379950,3,1.5,1690,9144,1,4,1140,550
468000,2,1,1160,6000,1,4,860,300
477000,4,2.75,1720,6270,2,3,1720,0
529000,3,1,1210,3328,1.5,4,1210,0
312000,3,1.5,1255,1374,3,3,1255,0
326100,2,1,880,7683,1,3,880,0
360000,3,1,1050,9206,1.5,3,1050,0
438000,3,1.75,1650,12940,1,4,1650,0
360000,3,1,1570,9467,1,3,1570,0
1050000,4,2.5,2920,7200,1,3,1470,1450
688000,4,3,3000,4000,1.5,3,1970,1030
585000,3,1.75,1850,7735,1,4,1850,0
265000,3,2.5,1440,7741,1,4,1000,440
375000,3,1.75,1440,8775,1,3,1440,0
326500,3,1,1810,12375,2,3,1810,0
160000,2,1,1180,9350,1,3,1180,0
1570000,4,3.75,3070,5850,2,5,2400,670
735000,5,2.75,3390,5211,2,3,3390,0
400000,2,1,1470,6120,1,2,1470,0
800000,4,2.5,2680,7200,1,3,1380,1300
949880,4,2.25,2290,10687,2,3,2290,0
405000,3,1.75,1980,8100,1,4,1310,670
399000,4,2.5,2870,9292,2,3,2540,330
730001,3,2,1840,4750,1,5,1010,830
1795000,4,3.25,4060,13000,2,3,4060,0
260000,3,2,1630,8018,1,3,1630,0
751750,2,2,1880,5400,1.5,3,1880,0
325000,3,1.75,1780,13095,1,4,1780,0
344950,4,2,2330,6250,1,4,1400,930
457500,3,1.75,1840,4030,1,5,1050,790
389000,5,2,2330,10750,1,4,1190,1140
515000,4,2.5,3200,6473,2,3,3200,0
732000,3,2.5,2330,1987,2,3,1410,920
415000,3,2.25,1950,8868,1,3,1350,600
1655000,4,3.5,3080,4815,2,3,2300,780
535000,2,1,1040,5527,1,3,1040,0
540000,4,4.25,1960,3565,2,3,1960,0
525000,5,3,2750,3800,1.5,5,1750,1000
570000,3,1.75,1930,36210,1,3,1930,0
569950,5,4.5,4850,40902,2,3,4850,0
283200,4,2.5,1982,6406,2,3,1982,0
1100000,3,2.75,2640,4050,1.5,5,1750,890
830000,4,2.5,1850,50662,1,3,1430,420
495000,4,2.25,1940,9144,1,4,1430,510
292050,5,3,2840,7199,1,3,1710,1130
415000,5,1.5,1900,10226,1,3,1130,770
295832,5,1,1410,6400,1,5,960,450
450000,4,2.5,2520,8515,2,3,2520,0
1381000,4,3.75,3160,9525,2.5,3,3160,0
857000,4,3,3720,29043,2,3,3720,0
499950,3,3.5,1820,1501,2,3,1430,390
465000,3,2,1560,8640,1,5,1560,0
329000,3,1,1600,5952,1,4,1150,450
475000,3,2,1230,11502,1,4,1230,0
255000,3,1,960,8100,1,3,960,0
435000,3,1,1270,4000,1.5,3,1270,0
685000,3,2.5,2810,7700,2,3,2810,0
715000,2,2.5,2160,5581,1,3,2160,0
780000,3,3,2520,2152,1.5,3,1560,960
345000,2,1.5,1180,844,2,3,990,190
355000,4,2.25,1810,4970,2,3,1810,0
282000,3,2.5,1680,15711,1,3,1240,440
244000,3,1,910,5250,1,4,910,0
967500,3,3.75,3250,5797,2,4,2370,880
375000,3,1.5,2000,7294,1,3,1520,480
1600000,3,3.25,3790,19000,2,3,3790,0
527500,3,1.75,2310,78844,1,3,1760,550
994000,3,2.25,2510,6339,1.5,5,1810,700
313000,3,1.75,1320,6205,1,5,1320,0
587000,3,2.25,2370,217800,2,3,2370,0
304000,3,1,900,7500,1,4,900,0
675000,3,2.5,2540,7680,2,4,2540,0
305000,4,1,2100,9288,1,4,1050,1050
280000,3,1,1200,6250,1,3,920,280
960000,5,4,3720,15200,2,3,3720,0
500000,3,2.25,1760,4539,2,3,1760,0
274950,3,1.75,1670,7415,1,3,1320,350
455600,3,2.5,2420,8252,2,3,2420,0
970000,5,3,3480,15185,2,4,3480,0
312900,4,2.5,1630,4473,2,3,1630,0
535000,4,2.5,2340,5600,2,3,2340,0
427000,2,1,920,3780,1,3,920,0
405000,2,1,910,6490,1,3,910,0
480000,3,1,1150,4945,1,3,1150,0
725000,3,1.5,2500,4774,1.5,3,1450,1050
293000,4,2.5,3250,235063,1,3,3250,0
268000,4,2,1930,6600,1,4,1030,900
475000,4,3.5,3400,234352,2,3,2500,900
488000,3,2.5,1590,2550,3,3,1590,0
760000,4,2.5,3330,7399,2,3,3330,0
1710000,5,4.5,4590,14685,2,3,4590,0
754950,3,2.5,2610,7256,2,3,2610,0
263900,3,2.5,1658,2700,2,3,1658,0
460000,3,3.5,1600,1431,2,3,1240,360
399950,3,3,1296,1051,3,3,1296,0
370000,2,2.25,1280,835,2,3,1080,200
1149000,4,3,5940,11533,2,3,4950,990
450800,4,3.25,2510,5311,2,3,2510,0
627000,3,3.5,2710,3475,2,3,1650,1060
495000,3,2.5,1750,1548,3,3,1750,0
310000,3,1,1430,19901,1.5,4,1430,0
550000,4,1,1660,34848,1,1,930,730
215000,2,1,1320,8865,1,4,1320,0
799000,4,3,2580,209523,2,3,2580,0
630000,4,2.5,2740,43101,2,3,2740,0
267000,3,2.5,2495,4400,2,3,2495,0
900000,6,2.75,2300,24773,1.5,4,2300,0
365000,3,1.5,1300,12240,1,3,1300,0
544500,4,2.5,2230,10414,1,5,1450,780
599000,4,2.75,2020,2750,1,3,1010,1010
815000,4,2.25,2000,3800,2,3,2000,0
254000,2,1,1060,8187,1,4,1060,0
740000,2,1.75,2080,4800,1,5,1080,1000
225000,3,2,2030,24829,1,4,1220,810
925000,3,2.5,2690,7000,2,5,1840,850
1285000,4,2.5,3240,10800,1,3,2260,980
537000,3,2.5,1550,12920,2,5,1550,0
335000,4,2,1480,3132,1,5,740,740
840000,4,2.75,3040,2800,2,3,2100,940
224000,3,1.5,1560,7300,1,4,1040,520
395000,3,2.5,2250,3757,2,3,2250,0
450000,3,1,1100,4600,1,3,1100,0
681000,3,1,1700,6356,1.5,3,1700,0
898000,5,1.5,2680,28014,1,4,1450,1230
370000,3,1,800,2296,1,4,800,0
429000,2,1.75,1350,6315,1,3,1350,0
150000,3,1,820,7680,1.5,3,820,0
555000,3,2.5,3160,4270,2,3,2650,510
326000,3,2.75,1720,28000,1,4,1720,0
225000,3,2.5,1680,6755,2,3,1680,0
245100,3,1.75,1300,7958,1,3,1300,0
665000,3,2.5,2190,10370,2,3,2190,0
535000,3,2.5,1720,4006,2,3,1720,0
305000,3,1,1160,11776,1,3,1160,0
999000,7,4,3150,34830,1,3,3150,0
215000,3,1.75,1210,8075,1,4,1210,0
432500,3,1.75,1980,5100,1,3,1270,710
655000,4,2.5,2990,5669,2,3,2990,0
266200,3,1.5,1430,9600,1,4,1430,0
244615,3,2.5,2060,4030,2,3,2060,0
460000,4,3,2230,52983,2,3,2230,0
370000,4,2.5,3090,18645,2,3,3090,0
465000,6,3.25,4250,23326,1,3,2150,2100
1175000,3,2.5,1970,23180,1,3,1100,870
189000,2,2,1700,3171,1,5,850,850
820000,3,2.5,2510,5503,2,3,2510,0
968000,6,2.75,3610,17580,1,5,2070,1540
1400000,4,3.25,2980,7000,2,3,2140,840
438750,3,1.75,1610,6480,1,4,1610,0
1210000,4,2.75,3650,6982,2,4,2530,1120
600000,4,2,2510,38141,1,3,2510,0
589000,3,1,1110,6000,1.5,5,1110,0
590000,3,2,1650,6150,2,4,1650,0
479900,3,2,1980,12150,1,3,1980,0
210000,2,1.5,880,1157,2,3,880,0
745000,3,1.75,1490,9800,1,4,1140,350
840500,3,2,2520,5400,1.5,4,1410,1110
420000,3,1.75,1820,22320,1,3,1250,570
565000,7,4.5,4140,9066,1,3,2070,2070
840000,4,2.5,3420,8405,2,3,3420,0
681716,4,2.5,3150,7277,2,3,3150,0
600000,3,1.75,1580,7416,1,3,1150,430
380000,3,2,1660,8281,1,3,1660,0
168500,3,1,1100,10125,1,3,1100,0
355000,2,1,1270,3200,1,4,960,310
277000,4,1,1450,6250,1,3,990,460
236000,4,2.25,1830,9485,1,4,1200,630
270000,3,1.75,1300,4127,1,4,650,650
700000,2,1.75,2320,5500,1.5,3,1720,600
425000,4,2.75,1680,9545,1,4,1080,600
635000,3,2.5,2300,5500,1.5,4,2000,300
510250,3,1.75,1400,4000,1,3,870,530
960000,4,2.25,2410,4560,2,5,1800,610
254000,3,2,1480,7480,1,4,1480,0
299000,3,1,1390,9624,1.5,4,1390,0
175000,2,1,830,2699,1,3,830,0
157500,2,1,740,9003,1,3,740,0
580000,5,2,1940,6000,1,5,970,970
124740,3,1,1340,15600,1,4,1340,0
1970000,8,3.5,4440,6480,2,5,3140,1300
285000,2,1,800,6240,1,3,800,0
242000,3,1.75,1310,9645,1,3,1310,0
840000,4,1.75,2330,4000,2,5,1300,1030
474800,2,3.25,1400,1243,3,3,1400,0
490000,4,2.5,2360,4367,2,3,2360,0
465000,3,2.25,1840,5752,2,3,1840,0
515000,4,2.5,2680,7178,2,3,2680,0
430000,3,3.75,3890,7140,1,3,2390,1500
253400,3,2,1400,8640,1,5,1400,0
355000,3,2.5,2400,9701,1,3,2400,0
740000,4,2.25,2920,46355,2,4,2920,0
186950,2,2,1390,1302,2,3,1390,0
306000,3,2.5,1680,11193,2,3,1680,0
510000,4,1.5,2040,8800,1,4,1020,1020
345000,2,1,1080,4000,1,3,1080,0
875000,3,2.75,2280,4280,1,5,1280,1000
700000,4,3.5,4490,5099,2,3,3390,1100
1400000,4,3.25,4700,9160,1,3,2520,2180
499950,4,2.5,2798,4473,2,3,2798,0
739000,3,2.5,2810,5400,2,3,2810,0
363000,4,2.5,3753,7204,2,3,3336,417
782000,4,3.5,3910,8095,2,3,3130,780
325000,2,2.5,1050,1609,2,3,1050,0
485000,4,1,1600,4300,1.5,4,1600,0
452000,4,2.25,2590,10002,1,4,1340,1250
264950,4,2.25,1720,9753,1,4,1120,600
472000,6,2.5,4410,14034,1,4,2350,2060
267500,3,1.75,1590,11914,1,3,1090,500
565000,4,2.5,2440,22594,2,3,2440,0
535000,3,2.5,1360,1016,3,3,1310,50
389000,2,1,910,7000,1,3,910,0
400000,4,1.5,1390,7200,1,3,1140,250
264000,3,1.5,1470,14821,1,4,1470,0
690000,4,2.5,2920,9904,2,4,2920,0
412000,3,1.75,1950,52256,1,4,1950,0
695000,3,2.5,2390,4555,2,3,2390,0
246500,3,1.5,1270,11600,1,4,1270,0
230000,2,1,950,7560,1,3,950,0
302000,2,1,900,423838,1,5,900,0
820000,4,2.25,2280,6660,1.5,3,1960,320
145000,3,1,1010,5490,1,3,1010,0
436500,2,1,1260,5000,1,3,1040,220
2453500,4,3.5,4730,13586,1.5,5,4270,460
672000,3,2.5,2620,21587,2,3,2620,0
680000,3,2.25,2330,4000,1.5,5,1520,810
750500,5,3,2170,2440,1.5,4,1450,720
550000,5,2,2450,9488,1,4,1240,1210
266500,4,1.75,1880,7632,1,4,1180,700
619000,4,2,2300,3400,1.5,5,1550,750
405000,3,2,1240,14404,1,3,1240,0
300000,2,1,820,3844,1,4,820,0
231000,4,2,1530,6375,2,3,1530,0
790000,5,3.25,2900,12160,1,4,1890,1010
400000,4,2.75,1240,3867,1,3,800,440
950000,4,3.5,4140,13392,2,3,4140,0
450000,4,2,2240,7725,1,5,1120,1120
595000,3,2,1480,5000,1,4,750,730
332000,3,2.25,2270,8876,1,3,1380,890
155000,3,1,1250,6250,1,2,1030,220
400000,5,2,1930,9747,1,4,1020,910
349000,4,1.75,1700,7800,1,5,1120,580
529000,3,1,1590,6420,1,3,1590,0
405000,5,1.75,1880,10000,1,3,960,920
635200,4,1.75,1640,4240,1,5,920,720
540000,3,1.5,2600,5085,1,4,1400,1200
402000,2,1,710,1173,2,4,710,0
3100000,6,4.25,6980,15682,3,4,5330,1650
329932,3,1.5,1460,5040,1,3,1100,360
300000,3,2.5,2080,9827,2,3,2080,0
525000,5,2.5,2630,9216,2,3,2630,0
2750000,4,3.25,4430,21000,2,3,4430,0
602500,4,2.5,2760,6850,2,3,2760,0
400000,4,2,1670,12056,1,3,1670,0
445000,4,1.75,1990,4725,1.5,4,1190,800
525000,3,3,2600,5238,1.5,3,1890,710
395000,2,1,1320,1824,1.5,4,1320,0
510000,3,1.5,2240,3800,2,3,1370,870
723000,4,2.25,1960,8680,1,4,1290,670
503000,3,2,2590,108900,2,3,1980,610
672500,4,2.75,2620,6707,2,3,2620,0
860000,3,2.5,2770,9136,2,3,2770,0
475300,3,1,2110,10005,1,5,1110,1000
295000,4,2.5,2290,4539,2,3,2290,0
1425000,4,4.25,4960,6000,2.5,3,3680,1280
250000,2,1,1110,26051,1,3,1110,0
658000,4,2.75,3310,6166,2,3,3310,0
83000,2,1,900,8580,1,3,900,0
685000,3,1.75,1940,7313,1,4,1440,500
210000,3,1.75,1590,7617,2,3,1590,0
650880,3,2.5,2930,6050,2,3,2930,0
350000,4,2.5,2040,22653,2,3,2040,0
305000,2,2.25,1000,905,3,3,1000,0
645000,3,3.25,1730,1229,2,3,1320,410
385000,3,1,1220,4800,1,3,1220,0
860000,3,2.25,3060,12095,2,3,3060,0
395000,4,2.5,2910,5000,2,3,2910,0
260000,3,1.75,1050,5850,1,3,1050,0
196440,3,2,1560,7352,1,3,1560,0
425000,3,1.75,1680,3000,1,4,840,840
2400000,4,3.25,4140,20734,1,3,3300,840
369000,3,2,1550,8509,1,3,1150,400
1385000,6,2.75,5700,20000,1,4,2850,2850
349900,3,2.5,2200,7278,2,3,2200,0
650000,2,2.5,1740,2500,2,3,1210,530
299950,3,1,1210,9525,1,3,1210,0
625000,4,3.25,4240,25639,2,3,3550,690
190000,3,2.25,1590,11745,1,3,1090,500
715000,4,1.75,3420,7200,1,5,1770,1650
659000,4,2.5,3190,11375,1,5,2210,980
490000,3,1.75,1920,5405,1,4,960,960
415000,2,1.75,1340,4664,1,3,1340,0
750000,3,1.75,1700,8400,1,3,1460,240
700000,4,2.5,2310,3570,1.5,3,1490,820
425000,3,1.75,1510,44000,1,3,1240,270
642000,3,2.5,2670,10082,1,3,2670,0
655000,4,2.25,2060,8470,1,3,1440,620
1365000,3,2.5,2090,6000,1.5,4,2090,0
458000,5,2.5,3090,23265,1,3,2990,100
330000,2,2.5,1240,1546,2,3,1240,0
384950,3,2.5,1860,3690,2,3,1860,0
560000,3,1.5,2000,7350,1,3,2000,0
950000,4,1.75,2500,92347,1,4,1500,1000
465000,4,2.25,1820,20349,1,5,1340,480
425000,3,2.25,1820,8058,1,3,1260,560
315000,3,2,1060,5750,1,3,1060,0
530000,3,2.5,1950,9906,2,3,1950,0
399000,2,1,940,4800,1,4,940,0
168000,2,1.5,1220,3568,1.5,4,1220,0
1886700,5,3.5,4180,17935,2,3,4180,0
374000,3,1,1200,9800,1,4,1200,0
740000,5,3.75,3990,18897,2,3,3090,900
280000,2,1,1880,7560,1,3,940,940
322000,4,2.5,2280,7200,2,3,2280,0
459900,3,1.75,2580,11000,1,4,1290,1290
750000,4,2.75,2600,4674,1,3,1560,1040
1256500,4,2.5,3150,13700,2,4,3150,0
3710000,4,3.5,5550,28078,2,4,3350,2200
427000,5,2.75,2220,4000,1,3,1230,990
800000,2,2.25,1730,31491,2,4,1730,0
735000,4,3,2840,4120,1.5,4,2060,780
642000,4,2.5,2560,8780,2,3,2560,0
240000,3,2,1330,6000,1,4,630,700
645500,2,1,1890,5202,1.5,4,1890,0
840000,7,4.5,4290,37607,1.5,5,4290,0
475000,2,2,1540,54450,2,3,1540,0
568000,4,2,2340,50233,1,4,1170,1170
325000,3,1.75,2180,10230,1,4,1090,1090
825500,3,2.5,2780,11964,2,3,2780,0
499431,4,2.75,2620,6019,2,3,2620,0
919204,4,3.5,3760,5000,2,3,2860,900
545000,4,2.5,2720,4738,2,3,2720,0
660000,3,2.25,2675,40910,2,3,2675,0
538888,5,2.75,2080,13189,2,3,2080,0
693000,3,2.5,2460,12028,2,3,2460,0
289950,3,2.5,1960,3480,2,3,1960,0
587000,4,2.5,2550,6256,2,3,2550,0
615000,3,2.25,1760,1146,3,3,1760,0
459000,3,1.75,1620,7330,1,4,1090,530
243000,3,1.75,1790,12000,1,3,1040,750
1505000,4,3.5,3480,7232,2,3,2580,900
660000,4,1.75,2780,9900,2,4,2780,0
1595000,5,3,3640,8239,2,3,2540,1100
250000,1,1,750,4000,1,3,750,0
315000,3,1,960,6634,1,3,960,0
404000,3,1.5,2030,8880,1,3,1330,700
559900,3,2.75,2930,5569,1,3,1860,1070
285000,2,2.5,1380,1073,2,3,1140,240
500000,3,2,1720,5525,1,5,960,760
380000,2,1,1210,4800,1,3,1060,150
469000,3,1,950,4250,1.5,5,950,0
405000,2,1.75,1710,4234,2,3,1330,380
439900,2,2,1410,12282,1.5,5,1410,0
525000,4,2.5,2910,7631,2,3,2910,0
580000,4,2.5,2220,7064,2,3,2220,0
1250000,5,3.25,3160,13238,2,5,3160,0
275000,3,2,1380,4500,1,3,1380,0
629000,3,2,1760,5000,1,5,960,800
395000,1,1,730,3000,1,3,730,0
965000,4,2.5,2460,5000,2,5,1620,840
820000,3,1.75,2160,6272,1,4,1390,770
661000,4,2.25,1990,4600,1.5,4,1420,570
789000,3,3,3740,39640,2,3,3740,0
668500,4,2.5,2710,5500,2,3,2710,0
350000,3,2.5,2680,7836,2,3,2680,0
250000,4,2,1850,7560,1,4,1540,310
725995,4,2.5,3190,7869,2,3,3190,0
1000000,3,2.5,2730,5832,2,3,2730,0
686000,3,1.5,1840,9990,2,5,1840,0
665000,4,2.5,2720,10000,2,3,2720,0
1965221,4,3.5,4370,8510,2,3,3610,760
653000,3,2.5,2290,3475,2,3,2290,0
430000,2,1,990,4802,1,3,990,0
305000,2,1.5,1140,2980,2,3,1140,0
809000,4,1.5,1840,4337,2,4,1840,0
440150,2,1,1110,6800,1,5,1000,110
615000,4,2.5,2150,9070,2,4,2150,0
1035000,3,2.5,2230,5750,2,3,2230,0
455000,2,1,1170,6000,1,4,970,200
635000,3,2.5,1960,7200,1,4,980,980
675000,3,2.25,2610,9002,2,3,2610,0
316000,3,2.25,2130,8721,1,3,1570,560
955000,3,2.25,3020,43560,2,3,2720,300
985000,3,1.75,1670,5400,2,5,1670,0
465500,3,1.75,1890,7004,1,3,1290,600
305000,3,1,950,13475,1,3,950,0
645000,4,2.5,2430,14400,1,5,1670,760
730000,4,2,2360,6000,1,5,1260,1100
366000,3,1.75,1510,8301,1,3,1510,0
290000,3,2.5,2080,4828,2,3,2080,0
472500,3,2,1750,15500,1,3,1490,260
550000,3,2,1810,4064,1.5,3,1810,0
410000,4,1.75,1790,11875,1,4,1490,300
440000,4,2.75,2340,11034,1,3,1720,620
535000,3,2.5,1690,9626,2,3,1690,0
300000,4,2.5,2070,7476,2,3,2070,0
432500,3,2.5,2240,6396,2,3,2240,0
870000,4,3,4500,21780,2,3,3040,1460
492000,3,1.75,2770,39927,1,4,1580,1190
199950,3,1,1010,7245,1,3,1010,0
439800,3,1.5,1120,6900,1,5,1120,0
320000,5,2.5,3020,21441,1,4,1510,1510
687000,4,3.25,4400,186846,2,4,4400,0
345000,3,1.75,1990,5650,1,3,1320,670
274950,3,1,1450,8820,1,3,1050,400
270000,4,2.5,1920,8497,2,3,1920,0
342000,2,2.5,1175,1366,2,3,740,435
327000,3,1.5,1320,13200,1,3,1320,0
610000,5,2.5,3990,3839,1,4,1990,2000
455000,2,1,1140,5720,1,3,850,290
540000,4,1.75,1720,4240,1.5,4,1460,260
411000,4,2.75,2150,9915,1,5,1240,910
544000,3,1.5,1790,8203,1.5,3,1790,0
802000,2,2.5,2210,6327,1,3,2210,0
568500,3,2.75,2180,7519,1,4,1310,870
391000,3,2.25,1410,1290,2,3,1290,120
298000,3,2.5,1950,3600,2,3,1950,0
400000,3,2.5,1495,936,3,3,1405,90
425000,3,2.25,1660,6000,1,3,1110,550
328500,3,2.5,1950,8130,2,4,1950,0
650000,5,2.75,2550,5040,1.5,5,2550,0
850000,3,1.75,1370,3850,1,5,770,600
930000,4,2.5,2200,4000,2,5,1430,770
530000,3,1.75,1250,6041,1.5,5,1250,0
495000,4,2.25,2220,8872,1,4,1110,1110
500000,3,1.75,1620,4200,1,5,830,790
325000,3,1.75,2250,26337,1,3,2250,0
365000,3,2.5,1720,99916,2,4,1720,0
471000,4,2.5,3030,9687,2,3,2020,1010
223000,3,1,1030,9120,1,3,1030,0
503000,3,2.5,2190,4882,2,3,2190,0
230000,3,2,1440,5600,1,4,720,720
550000,4,2.5,2170,9600,1,3,1460,710
1100000,4,3.75,2930,3200,1.5,5,2130,800
193000,3,1.5,1180,9048,1,3,1180,0
590000,4,4.25,2360,57514,2,4,2360,0
712500,3,1.5,1660,8797,1,4,1660,0
689800,3,2.75,2390,9313,1,5,1390,1000
430000,3,2,1360,5120,1.5,4,910,450
785200,3,2.25,1840,3500,1.5,5,1540,300
474900,3,2.25,1800,43647,1,4,1800,0
1070000,4,3.75,4130,12320,2,3,4130,0
435000,3,1.75,2220,132858,1,3,1110,1110
941500,5,3.5,3490,9680,2,3,2460,1030
312000,4,2.5,1830,5175,2,3,1830,0
835000,4,2.75,1550,4000,1.5,3,1550,0
713250,3,2,2050,9000,1,4,2050,0
440000,2,1,1230,6600,1,3,1130,100
580135,4,2.5,3150,5886,2,3,3150,0
575000,3,2.25,3800,33825,1,4,3330,470
613000,3,2.5,1350,3068,2,3,1350,0
235000,3,2,1530,8700,1,4,1530,0
660000,3,2.5,2290,2798,3,4,2290,0
